CustomerID,Recency,Frequency,Monetary,Return_Value,Net_Monetary,R_Score,F_Score,M_Score,Customer_Segment
15223,226,2,755.75,300.85,454.9,1,3,2,At Risk
15224,358,2,322.08,11.6,310.47999999999996,1,3,2,At Risk
15225,234,1,409.40000000000003,0.0,409.40000000000003,1,1,2,Hibernating / Lost
15226,311,1,154.41,0.0,154.41,1,1,1,Hibernating / Lost
15227,37,5,1219.4,0.0,1219.4,3,4,4,Loyal Customers
15228,66,4,3386.71,9.75,3376.96,3,4,5,Loyal Customers
15230,239,2,429.6,0.0,429.6,1,3,2,At Risk
15232,113,2,612.06,0.0,612.06,2,3,3,At Risk
15234,277,1,197.0,0.0,197.0,1,1,1,Hibernating / Lost
15235,218,12,2247.51,0.0,2247.51,1,5,5,At Risk
15236,299,1,321.05,0.0,321.05,1,1,2,Hibernating / Lost
15237,2,4,1412.32,0.0,1412.32,5,4,4,Champions
15238,29,3,1071.99,15.45,1056.54,4,3,4,Loyal Customers
15239,10,2,780.59,16.25,764.34,5,3,3,Loyal Customers
15240,45,5,1706.57,21.0,1685.57,3,4,4,Loyal Customers
15241,67,8,1756.44,17.85,1738.5900000000001,3,5,4,Loyal Customers
15243,74,1,316.68,0.0,316.68,2,1,2,Hibernating / Lost
15244,65,2,631.57,0.0,631.57,3,3,3,Loyal Customers
15245,134,3,2515.84,0.0,2515.84,2,3,5,At Risk
15246,238,2,514.15,0.0,514.15,1,3,3,At Risk
15247,122,1,356.0,0.0,356.0,2,1,2,Hibernating / Lost
15249,32,13,6688.46,31.1,6657.36,4,5,5,Champions
15251,9,11,10484.99,157.88,10327.11,5,5,5,Champions
15252,36,2,740.78,0.0,740.78,3,3,3,Loyal Customers
15253,16,5,918.1999999999999,2.9,915.3,4,4,4,Champions
15254,127,1,300.36,0.0,300.36,2,1,2,Hibernating / Lost
15255,67,1,890.85,0.0,890.85,3,1,3,Hibernating / Lost
15256,149,1,98.45,0.0,98.45,2,1,1,Hibernating / Lost
15257,283,1,317.15,85.0,232.14999999999998,1,1,1,Hibernating / Lost
15258,169,2,623.16,0.0,623.16,2,3,3,At Risk
15260,100,7,1810.77,30.0,1780.77,2,5,4,At Risk
15261,135,1,254.82,0.0,254.82,2,1,2,Hibernating / Lost
15262,324,1,178.95000000000002,0.0,178.95000000000002,1,1,1,Hibernating / Lost
15263,107,1,156.51,0.0,156.51,2,1,1,Hibernating / Lost
15264,64,1,393.74,0.0,393.74,3,1,2,Hibernating / Lost
15265,151,2,1506.1200000000001,0.0,1506.1200000000001,2,3,4,At Risk
15266,338,1,119.3,0.0,119.3,1,1,1,Hibernating / Lost
15267,22,5,1717.36,0.0,1717.36,4,4,4,Champions
15269,24,1,408.8,0.0,408.8,4,1,2,Hibernating / Lost
15270,16,7,2379.49,81.28999999999999,2298.2,4,5,5,Champions
15271,7,15,2507.07,21.25,2485.82,5,5,5,Champions
15272,57,2,721.94,0.0,721.94,3,3,3,Loyal Customers
15274,4,2,716.57,0.0,716.57,5,3,3,Loyal Customers
15275,38,1,615.14,5.95,609.1899999999999,3,1,3,Hibernating / Lost
15276,66,1,135.31,0.0,135.31,3,1,1,Hibernating / Lost
15277,47,1,255.89999999999998,0.0,255.89999999999998,3,1,2,Hibernating / Lost
15279,355,1,290.51,13.100000000000001,277.40999999999997,1,1,2,Hibernating / Lost
15280,172,1,113.12,0.0,113.12,2,1,1,Hibernating / Lost
15281,59,9,2332.15,92.2,2239.9500000000003,3,5,5,Loyal Customers
15286,50,1,240.55,0.0,240.55,3,1,1,Hibernating / Lost
15287,22,2,486.69,1.45,485.24,4,3,3,Loyal Customers
15288,43,5,2306.52,0.0,2306.52,3,4,5,Loyal Customers
15289,29,3,939.78,4.68,935.1,4,3,4,Loyal Customers
15290,5,18,7943.22,139.45,7803.77,5,5,5,Champions
15291,26,15,4668.3,71.79,4596.51,4,5,5,Champions
15292,201,1,180.94,0.0,180.94,1,1,1,Hibernating / Lost
15296,51,6,3672.86,62.55,3610.31,3,5,5,Loyal Customers
15297,10,3,641.94,6.9,635.0400000000001,5,3,3,Loyal Customers
15298,2,12,4799.9,1025.8,3774.0999999999995,5,5,5,Champions
15299,67,7,4507.01,719.92,3787.09,3,5,5,Loyal Customers
15300,64,1,496.44,0.0,496.44,3,1,3,Hibernating / Lost
15301,51,12,5070.35,42.23,5028.120000000001,3,5,5,Loyal Customers
15303,290,1,574.02,0.0,574.02,1,1,3,At Risk
15304,61,8,694.4000000000001,14.100000000000001,680.3000000000001,3,5,3,Loyal Customers
15306,64,3,1174.35,0.0,1174.35,3,3,4,Loyal Customers
15307,96,1,205.3,0.0,205.3,2,1,1,Hibernating / Lost
15308,274,1,310.47,8.2,302.27000000000004,1,1,2,Hibernating / Lost
15311,1,91,60767.9,1348.56,59419.340000000004,5,5,5,Champions
15312,75,4,924.85,3.75,921.1,2,4,4,At Risk
15313,110,1,52.0,0.0,52.0,2,1,1,Hibernating / Lost
15314,199,1,327.97,0.0,327.97,1,1,2,Hibernating / Lost
15315,64,2,570.5,18.96,551.54,3,3,3,Loyal Customers
15316,327,1,165.0,0.0,165.0,1,1,1,Hibernating / Lost
15318,4,1,312.62,0.0,312.62,5,1,2,Hibernating / Lost
15319,284,1,204.5,0.0,204.5,1,1,1,Hibernating / Lost
15320,44,1,267.13,0.0,267.13,3,1,2,Hibernating / Lost
15321,71,3,2748.31,97.58,2650.73,3,3,5,Loyal Customers
15322,86,1,679.68,76.71,602.9699999999999,2,1,3,At Risk
15325,104,1,162.29,0.0,162.29,2,1,1,Hibernating / Lost
15326,334,1,311.71,0.0,311.71,1,1,2,Hibernating / Lost
15327,53,1,208.75,0.0,208.75,3,1,1,Hibernating / Lost
15329,39,3,1049.7,44.2,1005.5,3,3,4,Loyal Customers
15330,32,2,714.96,0.0,714.96,4,3,3,Loyal Customers
15332,366,4,1661.06,0.0,1661.06,1,4,4,At Risk
15333,208,1,1028.56,0.0,1028.56,1,1,4,At Risk
15334,157,3,351.67,0.0,351.67,2,3,2,At Risk
15335,54,1,173.97,0.0,173.97,3,1,1,Hibernating / Lost
15339,66,2,574.07,16.5,557.57,3,3,3,Loyal Customers
15341,81,1,2020.52,0.0,2020.52,2,1,5,At Risk
15342,130,1,406.09,14.33,391.76,2,1,2,Hibernating / Lost
15343,87,1,364.5,0.0,364.5,2,1,2,Hibernating / Lost
15344,1,3,563.94,87.36,476.58000000000004,5,3,3,Loyal Customers
15345,46,1,393.54,25.85,367.69,3,1,2,Hibernating / Lost
15346,333,1,252.42000000000002,0.0,252.42000000000002,1,1,2,Hibernating / Lost
15347,366,1,201.60000000000002,0.0,201.60000000000002,1,1,1,Hibernating / Lost
15348,72,1,158.04,0.0,158.04,3,1,1,Hibernating / Lost
15349,158,2,473.81,0.0,473.81,2,3,2,At Risk
15350,373,1,115.65,0.0,115.65,1,1,1,Hibernating / Lost
15351,12,7,1960.1100000000001,97.97,1862.14,5,5,4,Champions
15353,255,2,777.02,0.0,777.02,1,3,3,At Risk
15355,29,2,277.05,0.0,277.05,4,3,2,Loyal Customers
15356,31,10,2766.5,0.0,2766.5,4,5,5,Champions
15358,5,22,8347.2,112.4,8234.800000000001,5,5,5,Champions
15360,40,1,427.93,0.0,427.93,3,1,2,Hibernating / Lost
15361,362,1,418.92,0.0,418.92,1,1,2,Hibernating / Lost
15363,373,1,326.0,7.95,318.05,1,1,2,Hibernating / Lost
15364,96,2,913.19,0.0,913.19,2,3,3,At Risk
15365,26,7,2314.32,983.87,1330.4500000000003,4,5,4,Champions
15366,75,2,602.51,0.0,602.51,2,3,3,At Risk
15367,57,4,1877.59,9.9,1867.6899999999998,3,4,4,Loyal Customers
15368,21,1,446.94000000000005,0.0,446.94000000000005,4,1,2,Hibernating / Lost
15370,41,7,2386.05,25.5,2360.55,3,5,5,Loyal Customers
15372,137,1,2007.3999999999999,0.0,2007.3999999999999,2,1,4,At Risk
15373,8,12,2415.91,202.79999999999998,2213.1099999999997,5,5,5,Champions
15374,129,1,168.0,0.0,168.0,2,1,1,Hibernating / Lost
15376,40,3,1233.3600000000001,0.0,1233.3600000000001,3,3,4,Loyal Customers
15379,169,7,3703.29,71.4,3631.89,2,5,5,At Risk
15380,9,5,1690.2600000000002,7.9,1682.3600000000001,5,4,4,Champions
15381,214,2,596.85,0.0,596.85,1,3,3,At Risk
15382,15,6,5955.71,27.85,5927.86,4,5,5,Champions
15384,170,2,642.41,6.65,635.76,2,3,3,At Risk
15385,40,1,316.88,0.0,316.88,3,1,2,Hibernating / Lost
15386,186,1,394.14,0.0,394.14,1,1,2,Hibernating / Lost
15388,270,1,140.54,0.0,140.54,1,1,1,Hibernating / Lost
15389,172,1,500.0,0.0,500.0,2,1,3,At Risk
15392,5,4,1535.53,19.799999999999997,1515.73,5,4,4,Champions
15393,16,2,231.86,0.0,231.86,4,3,1,Loyal Customers
15394,10,4,2183.54,0.0,2183.54,5,4,5,Champions
15395,326,1,107.45,0.0,107.45,1,1,1,Hibernating / Lost
15396,113,1,288.18,0.0,288.18,2,1,2,Hibernating / Lost
15397,290,1,94.0,0.0,94.0,1,1,1,Hibernating / Lost
15398,16,2,1345.53,5.9,1339.6299999999999,4,3,4,Loyal Customers
15399,1,3,815.77,0.0,815.77,5,3,3,Loyal Customers
15400,92,5,716.2,49.5,666.7,2,4,3,At Risk
15402,149,2,626.77,0.0,626.77,2,3,3,At Risk
15405,189,1,349.1,0.0,349.1,1,1,2,Hibernating / Lost
15406,31,2,510.71000000000004,84.1,426.61,4,3,2,Loyal Customers
15407,34,4,1056.44,0.0,1056.44,3,4,4,Loyal Customers
15408,264,1,267.18,0.0,267.18,1,1,2,Hibernating / Lost
15410,84,8,3450.84,0.0,3450.84,2,5,5,At Risk
15411,26,4,1358.88,12.5,1346.38,4,4,4,Champions
15412,171,1,190.53,0.0,190.53,2,1,1,Hibernating / Lost
15414,10,3,774.9000000000001,0.0,774.9000000000001,5,3,3,Loyal Customers
15415,313,1,572.8100000000001,0.0,572.8100000000001,1,1,3,At Risk
15416,65,4,3984.32,9.95,3974.3700000000003,3,4,5,Loyal Customers
15417,85,1,508.8,0.0,508.8,2,1,3,At Risk
15419,25,1,135.86,0.0,135.86,4,1,1,Hibernating / Lost
15421,59,4,950.36,0.0,950.36,3,4,4,Loyal Customers
15422,323,2,97.7,0.0,97.7,1,3,1,At Risk
15423,38,1,43.5,0.0,43.5,3,1,1,Hibernating / Lost
15424,254,2,383.34,0.0,383.34,1,3,2,At Risk
15426,19,5,1447.39,17.49,1429.9,4,4,4,Champions
15427,33,3,1483.14,0.0,1483.14,4,3,4,Loyal Customers
15428,15,1,93.78,0.0,93.78,4,1,1,Hibernating / Lost
15429,27,2,397.35,32.45,364.90000000000003,4,3,2,Loyal Customers
15432,23,1,171.19,0.0,171.19,4,1,1,Hibernating / Lost
15433,214,2,533.3,115.43,417.86999999999995,1,3,2,At Risk
15434,8,5,1041.48,44.0,997.48,5,4,4,Champions
15435,22,1,149.29,0.0,149.29,4,1,1,Hibernating / Lost
15436,12,3,1122.53,0.0,1122.53,5,3,4,Loyal Customers
15437,262,1,200.16,0.0,200.16,1,1,1,Hibernating / Lost
15438,131,1,156.57999999999998,0.0,156.57999999999998,2,1,1,Hibernating / Lost
15440,55,3,383.68,0.0,383.68,3,3,2,Loyal Customers
15442,249,1,594.0,0.0,594.0,1,1,3,At Risk
15443,2,7,3236.91,24.75,3212.16,5,5,5,Champions
15444,9,2,1418.26,0.0,1418.26,5,3,4,Loyal Customers
15445,264,1,113.5,0.0,113.5,1,1,1,Hibernating / Lost
15447,331,1,155.17,0.0,155.17,1,1,1,Hibernating / Lost
15448,313,1,494.64,0.0,494.64,1,1,3,At Risk
15449,26,3,974.52,3.3,971.22,4,3,4,Loyal Customers
15450,30,1,429.84,0.0,429.84,4,1,2,Hibernating / Lost
15452,30,3,538.73,0.0,538.73,4,3,3,Loyal Customers
15453,2,7,1388.37,0.0,1388.37,5,5,4,Champions
15454,362,1,179.1,0.0,179.1,1,1,1,Hibernating / Lost
15456,283,3,447.22,0.0,447.22,1,3,2,At Risk
15457,262,1,237.07,0.0,237.07,1,1,1,Hibernating / Lost
15458,25,1,161.64,0.0,161.64,4,1,1,Hibernating / Lost
15460,354,1,216.76,0.0,216.76,1,1,1,Hibernating / Lost
15462,94,3,234.6,0.0,234.6,2,3,1,At Risk
15463,29,1,126.14,0.0,126.14,4,1,1,Hibernating / Lost
15464,338,1,1048.85,0.0,1048.85,1,1,4,At Risk
15465,20,18,7354.62,409.59999999999997,6945.0199999999995,4,5,5,Champions
15466,85,1,334.53,0.0,334.53,2,1,2,Hibernating / Lost
15467,9,3,524.88,13.0,511.88,5,3,3,Loyal Customers
15468,51,2,467.51,29.05,438.46,3,3,2,Loyal Customers
15469,50,2,538.55,34.05,504.49999999999994,3,3,3,Loyal Customers
15471,2,1,469.48,0.0,469.48,5,1,2,Hibernating / Lost
15472,113,1,371.56,0.0,371.56,2,1,2,Hibernating / Lost
15473,14,7,1771.2,306.0,1465.2,4,5,4,Champions
15475,77,1,454.10999999999996,0.0,454.10999999999996,2,1,2,Hibernating / Lost
15478,40,2,1441.42,0.0,1441.42,3,3,4,Loyal Customers
15480,116,1,905.5,0.0,905.5,2,1,3,At Risk
15482,16,12,11054.96,4486.24,6568.719999999999,4,5,5,Champions
15483,161,4,233.81,0.0,233.81,2,4,1,At Risk
15484,1,4,3594.31,31.2,3563.11,5,4,5,Champions
15485,30,3,2575.0,0.0,2575.0,4,3,5,Loyal Customers
15488,93,1,91.32000000000001,0.0,91.32000000000001,2,1,1,Hibernating / Lost
15489,23,3,1134.28,44.25000000000001,1090.03,4,3,4,Loyal Customers
15491,95,6,3100.09,9.24,3090.8500000000004,2,5,5,At Risk
15492,28,2,659.4599999999999,0.0,659.4599999999999,4,3,3,Loyal Customers
15493,33,5,2001.8,34.55,1967.25,4,4,4,Champions
15494,21,2,1299.23,0.0,1299.23,4,3,4,Loyal Customers
15497,18,2,1262.2,2.5,1259.7,4,3,4,Loyal Customers
15498,3,27,13316.4,919.94,12396.46,5,5,5,Champions
15500,8,4,1131.56,0.0,1131.56,5,4,4,Champions
15502,16,12,10384.93,4843.47,5541.46,4,5,5,Champions
15503,363,1,147.09,0.0,147.09,1,1,1,Hibernating / Lost
15504,81,1,52.83,0.0,52.83,2,1,1,Hibernating / Lost
15505,53,5,3610.96,113.82000000000001,3497.14,3,4,5,Loyal Customers
15506,23,3,979.26,0.0,979.26,4,3,4,Loyal Customers
15507,172,1,492.36,0.0,492.36,2,1,3,At Risk
15508,189,6,1000.27,0.0,1000.27,1,5,4,At Risk
15510,331,1,250.0,0.0,250.0,1,1,2,Hibernating / Lost
15511,12,5,909.23,0.0,909.23,5,4,3,Loyal Customers
15512,156,2,121.0,0.0,121.0,2,3,1,At Risk
15513,33,19,14758.220000000001,238.14000000000001,14520.080000000002,4,5,5,Champions
15514,12,11,4139.46,1176.2700000000002,2963.1899999999996,5,5,5,Champions
15516,45,3,62.43,0.0,62.43,3,3,1,Loyal Customers
15517,233,1,267.03,0.0,267.03,1,1,2,Hibernating / Lost
15518,64,8,1942.45,30.56,1911.89,3,5,4,Loyal Customers
15520,2,1,343.5,0.0,343.5,5,1,2,Hibernating / Lost
15521,40,8,3000.2,425.55,2574.6499999999996,3,5,5,Loyal Customers
15522,33,2,398.84,0.0,398.84,4,3,2,Loyal Customers
15523,84,1,412.01000000000005,0.0,412.01000000000005,2,1,2,Hibernating / Lost
15524,25,1,440.0,0.0,440.0,4,1,2,Hibernating / Lost
15525,2,3,825.92,14.899999999999999,811.02,5,3,3,Loyal Customers
15526,33,2,148.44,0.0,148.44,4,3,1,Loyal Customers
15527,19,8,2429.78,80.96000000000001,2348.82,4,5,5,Champions
15528,254,1,229.33,0.0,229.33,1,1,1,Hibernating / Lost
15529,23,11,3995.23,27.450000000000003,3967.78,4,5,5,Champions
15530,22,4,1502.35,0.0,1502.35,4,4,4,Champions
15531,8,2,2007.44,0.0,2007.44,5,3,4,Loyal Customers
15532,25,4,1580.93,63.849999999999994,1517.0800000000002,4,4,4,Champions
15533,19,3,807.57,60.65,746.9200000000001,4,3,3,Loyal Customers
15535,173,4,536.4,76.5,459.9,2,4,2,At Risk
15537,163,1,110.92,0.0,110.92,2,1,1,Hibernating / Lost
15539,7,1,538.46,0.0,538.46,5,1,3,Hibernating / Lost
15540,11,1,213.3,0.0,213.3,5,1,1,Hibernating / Lost
15541,114,1,85.13000000000001,0.0,85.13000000000001,2,1,1,Hibernating / Lost
15543,288,1,127.86,0.0,127.86,1,1,1,Hibernating / Lost
15544,9,9,3546.71,4.199999999999999,3542.51,5,5,5,Champions
15545,54,2,292.71999999999997,0.0,292.71999999999997,3,3,2,Loyal Customers
15547,7,14,4954.84,0.0,4954.84,5,5,5,Champions
15549,77,3,1693.26,37.5,1655.76,2,3,4,At Risk
15550,4,4,575.63,0.0,575.63,5,4,3,Loyal Customers
15551,37,1,436.06,0.0,436.06,3,1,2,Hibernating / Lost
15552,217,1,90.12,0.0,90.12,1,1,1,Hibernating / Lost
15553,60,1,437.23,0.0,437.23,3,1,2,Hibernating / Lost
15554,278,1,217.2,0.0,217.2,1,1,1,Hibernating / Lost
15555,12,16,4805.17,46.97,4758.2,5,5,5,Champions
15556,24,1,279.77,0.0,279.77,4,1,2,Hibernating / Lost
15557,29,1,473.65000000000003,0.0,473.65000000000003,4,1,2,Hibernating / Lost
15561,12,4,800.59,77.85000000000001,722.74,5,4,3,Loyal Customers
15562,352,1,134.55,0.0,134.55,1,1,1,Hibernating / Lost
15563,22,4,1400.44,80.75,1319.69,4,4,4,Champions
15565,50,2,173.16,0.0,173.16,3,3,1,Loyal Customers
15567,19,1,186.01,0.0,186.01,4,1,1,Hibernating / Lost
15568,3,3,758.29,0.0,758.29,5,3,3,Loyal Customers
15569,104,5,1375.71,0.0,1375.71,2,4,4,At Risk
15570,7,12,4165.52,55.55,4109.97,5,5,5,Champions
15571,12,4,650.4300000000001,0.0,650.4300000000001,5,4,3,Loyal Customers
15572,5,7,2552.86,0.0,2552.86,5,5,5,Champions
15573,32,2,607.45,0.0,607.45,4,3,3,Loyal Customers
15574,178,4,702.25,0.0,702.25,2,4,3,At Risk
15576,38,1,940.6700000000001,0.0,940.6700000000001,3,1,4,Hibernating / Lost
15577,151,3,258.88,0.0,258.88,2,3,2,At Risk
15578,162,1,127.1,0.0,127.1,2,1,1,Hibernating / Lost
15579,69,2,348.6,0.0,348.6,3,3,2,Loyal Customers
15581,121,13,3679.9700000000003,250.0,3429.9700000000003,2,5,5,At Risk
15582,25,3,682.9100000000001,0.0,682.9100000000001,4,3,3,Loyal Customers
15584,24,4,725.11,2.5,722.61,4,4,3,Loyal Customers
15585,177,1,455.3,0.0,455.3,2,1,2,Hibernating / Lost
15587,50,4,913.6800000000001,0.0,913.6800000000001,3,4,3,Loyal Customers
15589,256,3,478.53000000000003,21.95,456.58000000000004,1,3,2,At Risk
15592,47,1,388.58,0.0,388.58,3,1,2,Hibernating / Lost
15593,71,1,199.8,0.0,199.8,3,1,1,Hibernating / Lost
15594,16,5,1771.78,4.25,1767.53,4,4,4,Champions
15596,101,5,1406.59,63.25,1343.34,2,4,4,At Risk
15597,35,1,324.57,8.850000000000001,315.71999999999997,3,1,2,Hibernating / Lost
15598,53,1,240.68,5.0,235.68,3,1,1,Hibernating / Lost
15599,27,2,761.74,0.0,761.74,4,3,3,Loyal Customers
15601,11,14,6776.56,31.2,6745.360000000001,5,5,5,Champions
15602,8,9,1297.8700000000001,214.24,1083.63,5,5,4,Champions
15603,79,1,48.480000000000004,0.0,48.480000000000004,2,1,1,Hibernating / Lost
15604,52,1,216.39,0.0,216.39,3,1,1,Hibernating / Lost
15605,36,5,1198.23,0.0,1198.23,3,4,4,Loyal Customers
15606,61,9,2920.16,497.52,2422.64,3,5,5,Loyal Customers
15607,337,1,104.76,0.0,104.76,1,1,1,Hibernating / Lost
15608,28,4,1093.68,0.0,1093.68,4,4,4,Champions
15609,184,1,298.48,28.45,270.03000000000003,1,1,2,Hibernating / Lost
15610,52,1,112.46000000000001,0.0,112.46000000000001,3,1,1,Hibernating / Lost
15611,10,13,1591.45,23.060000000000002,1568.39,5,5,4,Champions
15612,36,2,195.15,0.0,195.15,3,3,1,Loyal Customers
15615,10,23,10399.74,39.7,10360.039999999999,5,5,5,Champions
15618,33,4,776.851,29.82,747.031,4,4,3,Loyal Customers
15619,11,1,336.40000000000003,0.0,336.40000000000003,5,1,2,Hibernating / Lost
15620,57,3,1553.18,28.78,1524.4,3,3,4,Loyal Customers
15621,4,4,1293.03,134.26000000000002,1158.77,5,4,4,Champions
15622,43,9,3709.56,485.03,3224.5299999999997,3,5,5,Loyal Customers
15623,141,1,301.03,0.0,301.03,2,1,2,Hibernating / Lost
15624,117,4,588.13,0.0,588.13,2,4,3,At Risk
15625,104,4,1534.26,29.7,1504.56,2,4,4,At Risk
15626,75,2,675.8,0.0,675.8,2,3,3,At Risk
15628,5,9,2870.2400000000002,4.6,2865.6400000000003,5,5,5,Champions
15630,45,2,1186.35,5.95,1180.3999999999999,3,3,4,Loyal Customers
15632,16,8,3285.31,138.0,3147.31,4,5,5,Champions
15634,17,1,243.55,0.0,243.55,4,1,2,Hibernating / Lost
15636,90,2,724.76,0.0,724.76,2,3,3,At Risk
15637,53,1,223.36,0.0,223.36,3,1,1,Hibernating / Lost
15639,134,1,425.32,0.0,425.32,2,1,2,Hibernating / Lost
15640,4,15,12515.66,82.32,12433.34,5,5,5,Champions
15641,105,4,1887.2,0.0,1887.2,2,4,4,At Risk
15643,192,3,664.0,16.6,647.4,1,3,3,At Risk
15644,166,4,813.0,0.0,813.0,2,4,3,At Risk
15645,19,1,612.01,0.0,612.01,4,1,3,Hibernating / Lost
15646,158,3,447.64000000000004,22.5,425.14000000000004,2,3,2,At Risk
15648,204,2,657.35,57.45,599.9,1,3,3,At Risk
15649,336,2,816.0,0.0,816.0,1,3,3,At Risk
15651,37,3,646.3,0.0,646.3,3,3,3,Loyal Customers
15652,91,1,337.74,0.0,337.74,2,1,2,Hibernating / Lost
15653,93,2,877.4399999999999,0.0,877.4399999999999,2,3,3,At Risk
15654,9,2,922.53,0.0,922.53,5,3,4,Loyal Customers
15655,243,1,560.67,49.35,511.31999999999994,1,1,3,At Risk
15656,45,4,748.5,0.0,748.5,3,4,3,Loyal Customers
15657,23,1,30.0,0.0,30.0,4,1,1,Hibernating / Lost
15658,190,5,1024.1000000000001,65.2,958.9000000000001,1,4,4,At Risk
15659,44,1,306.45,0.0,306.45,3,1,2,Hibernating / Lost
15660,25,9,1600.86,48.85,1552.01,4,5,4,Champions
15661,317,2,309.8,0.0,309.8,1,3,2,At Risk
15663,106,1,138.14,0.0,138.14,2,1,1,Hibernating / Lost
15664,51,1,386.43,27.799999999999997,358.63,3,1,2,Hibernating / Lost
15665,168,2,2242.01,0.0,2242.01,2,3,5,At Risk
15667,40,1,301.32,0.0,301.32,3,1,2,Hibernating / Lost
15668,218,1,76.32000000000001,0.0,76.32000000000001,1,1,1,Hibernating / Lost
15669,40,4,684.34,6.65,677.69,3,4,3,Loyal Customers
15670,297,1,173.05,0.0,173.05,1,1,1,Hibernating / Lost
15671,19,7,2657.13,21.64,2635.4900000000002,4,5,5,Champions
15673,88,4,2881.02,0.0,2881.02,2,4,5,At Risk
15674,73,5,2446.6,702.5799999999999,1744.02,2,4,4,At Risk
15675,81,3,323.69,0.0,323.69,2,3,2,At Risk
15676,19,3,3435.76,111.67,3324.09,4,3,5,Loyal Customers
15677,49,1,657.23,0.0,657.23,3,1,3,Hibernating / Lost
15678,53,1,352.7,0.0,352.7,3,1,2,Hibernating / Lost
15679,24,4,781.28,0.0,781.28,4,4,3,Loyal Customers
15680,9,3,1333.68,0.0,1333.68,5,3,4,Loyal Customers
15681,25,5,1426.16,479.8,946.3600000000001,4,4,4,Champions
15683,117,1,193.75,0.0,193.75,2,1,1,Hibernating / Lost
15687,9,9,2993.1,11.6,2981.5,5,5,5,Champions
15689,120,2,254.1,0.0,254.1,2,3,2,At Risk
15690,4,2,239.76,0.0,239.76,5,3,1,Loyal Customers
15691,252,1,136.8,0.0,136.8,1,1,1,Hibernating / Lost
15692,28,1,191.04,0.0,191.04,4,1,1,Hibernating / Lost
15694,1,14,6479.4,55.800000000000004,6423.599999999999,5,5,5,Champions
15695,267,2,409.98,0.0,409.98,1,3,2,At Risk
15696,33,8,2736.46,92.0,2644.46,4,5,5,Champions
15699,18,1,309.65,0.0,309.65,4,1,2,Hibernating / Lost
15700,172,2,696.68,32.65,664.03,2,3,3,At Risk
15701,2,4,1542.14,0.0,1542.14,5,4,4,Champions
15703,265,1,211.5,0.0,211.5,1,1,1,Hibernating / Lost
15704,140,4,2293.62,0.0,2293.62,2,4,5,At Risk
15705,201,1,143.1,0.0,143.1,1,1,1,Hibernating / Lost
15706,64,4,1060.56,58.75,1001.81,3,4,4,Loyal Customers
15707,35,4,945.58,0.0,945.58,3,4,4,Loyal Customers
15708,41,7,3364.2400000000002,34.519999999999996,3329.7200000000003,3,5,5,Loyal Customers
15709,284,1,133.25,0.0,133.25,1,1,1,Hibernating / Lost
15712,9,5,1072.3600000000001,0.0,1072.3600000000001,5,4,4,Champions
15713,143,2,356.7,9.95,346.75,2,3,2,At Risk
15714,12,2,330.88,0.0,330.88,5,3,2,Loyal Customers
15716,146,4,1118.81,0.0,1118.81,2,4,4,At Risk
15717,234,1,150.3,0.0,150.3,1,1,1,Hibernating / Lost
15719,33,13,5045.61,1.65,5043.96,4,5,5,Champions
15720,24,1,598.73,0.0,598.73,4,1,3,Hibernating / Lost
15721,12,1,507.08,0.0,507.08,5,1,3,Hibernating / Lost
15722,36,5,2222.56,41.35,2181.21,3,4,5,Loyal Customers
15723,365,1,203.1,0.0,203.1,1,1,1,Hibernating / Lost
15724,201,2,218.25,5.95,212.3,1,3,1,At Risk
15725,15,1,415.25,0.0,415.25,4,1,2,Hibernating / Lost
15727,17,7,5178.96,0.0,5178.96,4,5,5,Champions
15729,213,1,85.0,23.0,62.0,1,1,1,Hibernating / Lost
15730,66,3,1120.88,12.5,1108.38,3,3,4,Loyal Customers
15732,212,2,294.12,0.0,294.12,1,3,2,At Risk
15733,283,1,162.3,0.0,162.3,1,1,1,Hibernating / Lost
15734,115,2,1339.45,0.0,1339.45,2,3,4,At Risk
15737,15,8,1205.1200000000001,83.91,1121.21,4,5,4,Champions
15738,19,16,4812.42,23.65,4788.77,4,5,5,Champions
15739,66,1,449.12,0.0,449.12,3,1,2,Hibernating / Lost
15740,49,1,154.88,0.0,154.88,3,1,1,Hibernating / Lost
15743,16,4,784.46,0.0,784.46,4,4,3,Loyal Customers
15744,78,1,34.8,0.0,34.8,2,1,1,Hibernating / Lost
15745,19,4,1094.59,23.35,1071.24,4,4,4,Champions
15746,134,1,196.88,13.919999999999998,182.96,2,1,1,Hibernating / Lost
15747,13,3,974.04,0.0,974.04,5,3,4,Loyal Customers
15748,40,1,149.31,0.0,149.31,3,1,1,Hibernating / Lost
15749,235,3,44534.3,22998.4,21535.9,1,3,5,At Risk
15750,3,8,2465.48,14.25,2451.23,5,5,5,Champions
15752,40,7,2637.38,8.45,2628.9300000000003,3,5,5,Loyal Customers
15753,305,1,79.2,0.0,79.2,1,1,1,Hibernating / Lost
15754,51,3,458.57,2.9,455.67,3,3,2,Loyal Customers
15755,10,6,2364.25,45.37,2318.88,5,5,5,Champions
15756,61,4,532.96,0.0,532.96,3,4,3,Loyal Customers
15757,66,2,714.42,0.0,714.42,3,3,3,Loyal Customers
15758,25,1,205.25,0.0,205.25,4,2,1,Hibernating / Lost
15759,218,3,253.04,0.0,253.04,1,3,2,At Risk
